Result,Sex,Age,OtherSpecies,id,name,lat,long,farm_type,County
1,M         ,15,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
0,M         ,16,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
0,M         ,24,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,22,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,18,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
0,M         ,14,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
0,M         ,10,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,8,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
0,M         ,6,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
0,M         ,9,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,8,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,8,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,10,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,10,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,8,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,16,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,18,0,28,Bushman Family Farms Inc,43.091079,-91.8276998,nursery,Winneshiek
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,18,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,17,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,17,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
0,M         ,18,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,14,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,18,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,18,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,17,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,17,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,17,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,15,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
0,M         ,16,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
0,M         ,14,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,M         ,17,0,21,Nelson Pioneer Farm & Museum,41.3323455,-92.6214516,nursery,Mahaska
1,H         ,27,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,31,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,25,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,29,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,30,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,41,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,36,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,30,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,32,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,18,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,H         ,26,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,29,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,18,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,14,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,H         ,14,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,16,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,16,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,14,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,18,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,24,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,M         ,6,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,M         ,6,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,31,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,H         ,42,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,H         ,31,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,42,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,32,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,38,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,25,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,46,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
0,H         ,29,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,39,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,38,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,28,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,M         ,24,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,36,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,24,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,24,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,36,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,48,0,9,Kroul Farms,41.876996,-91.470841,nursery,Linn
1,H         ,36,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,18,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,36,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,34,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,34,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,48,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,46,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,36,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,24,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,35,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,60,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,18,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,32,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
0,M         ,16,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,36,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,12,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,16,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,H         ,7,0,37,Bass Farms,41.9194788,-91.4939029,sow farm,Linn
1,M         ,10,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,7,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,7,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,24,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,22,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,19,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,11,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,21,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,11,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,180,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,145,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,24,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,36,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,7,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,7,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,36,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,M         ,7,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,84,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,9,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,10,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,72,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,132,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,36,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,134,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,82,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,42,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,11,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,16,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,16,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,54,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,18,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,M         ,16,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,18,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,16,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,14,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,30,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,60,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,24,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,24,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,60,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,48,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,M         ,30,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,M         ,12,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
0,M         ,7,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,M         ,15,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,18,0,39,Geno Source,41.8911975,-92.0667943,sow farm,Benton
1,H         ,72,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,12,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,24,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,18,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,60,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,72,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,36,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,24,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,36,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,M         ,8,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,12,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,48,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,H         ,6,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,18,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
0,M         ,18,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,24,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,H         ,9,0,2,Stanley Martins Fleckvieh Farms,43.0826109,-91.5668183,sow farm,Allamakee
1,M         ,13,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,36,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,42,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,43,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,48,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,48,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,28,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,60,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,45,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,36,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,23,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,48,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,25,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,27,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,27,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,41,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,M         ,15,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,27,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
0,H         ,27,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,27,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,24,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,M         ,15,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,M         ,15,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,M         ,13,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
0,M         ,14,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,M         ,14,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,42,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
0,M         ,14,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,17,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,17,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,17,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,16,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,44,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,17,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
1,H         ,17,0,15,Mushroom Mills,41.2055873,-91.3700516,finisher,Louisa
0,H         ,8,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,15,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,63,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,10,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,30,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,12,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,10,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,13,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,42,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,38,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,18,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,18,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,38,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,M         ,24,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,32,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,7,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,38,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
0,H         ,7,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,30,0,1,Iowa Select Farms Inc,42.504888,-93.263227,sow farm,Hardin
1,H         ,9,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,13,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,26,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,12,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,25,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,20,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,20,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,40,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,18,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,26,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,12,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
0,H         ,11,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,25,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,30,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,24,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,23,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,24,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
1,H         ,23,0,14,Western Iowa Farms LLC,42.4464692,-96.252942,nursery,Woodbury
0,M         ,17,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,18,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,15,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,17,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,14,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,20,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,M         ,26,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,30,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,22,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,15,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,15,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,14,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,15,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,13,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,20,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,10,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,13,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,10,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,8,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,M         ,9,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,26,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,20,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
1,H         ,26,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
0,H         ,10,0,8,Johnson Farms Supply,42.8578865,-93.6168666,sow farm,Wright
